COMPANY,EXP,Industry ,JOB,Location.1,Min Salary,Max Salary,Salary.1
Công ty TNHH Thương mại điện tử GM Việt Nam,0,"Chăm sóc khách hàng,Vận hành",Thực Tập Sinh Vận Hành Sàn Thương Mại Điện Tử Hỗ Trợ Lương Cao - Cơ Hội Phát Triển,Hồ Chí Minh,6,0,6
Công ty TNHH Thương mại điện tử GM Việt Nam,1 năm,Biên phiên dịch,Phiên Dịch Tiếng Trung,Hồ Chí Minh,15,20,15-20
Công ty TNHH Thương mại điện tử GM Việt Nam,5 năm,"Chăm sóc khách hàng,Vận hành",Giám Đốc Chăm Sóc Khách Hàng Thu Nhập Cao Upto 30 Triệu,Hồ Chí Minh,20,30,20-30
CÔNG TY TNHH THƯƠNG MẠI ĐIỆN TỬ VÀ CÔNG NGHỆ THÀNH CÔNG,0,"Điện,Điện tử viễn thông",Nhân Viên Kỹ Thuật Test Linh Kiện Phụ Kiện Điện Thoại - Không Yêu Cầu Kinh Nghiệm - Có Đào Tạo (Tha...,Hà Nội,12,14,12-14
CÔNG TY TNHH THƯƠNG MẠI ĐIỆN TỬ WEI CHUANG BA,0,"Marketing,PR,QC",Nhân Viên Marketing - Dự Án Chạy Quảng Cáo Trên Sàn Thương Mại Điện Tử,Hồ Chí Minh,10,12,10-12
CÔNG TY TNHH THƯƠNG MẠI DỦ KHANG,1 năm,"Chăm sóc khách hàng,Vận hành",Nhân Viên Vận Hành Sàn Thương Mại Điện Tử Thu Nhập Cao - Đi Làm Ngay,Hồ Chí Minh,0,0,0
CÔNG TY TNHH THƯƠNG MẠI DU LỊCH SỨC SỐNG VIỆT,0-1 năm,"Du lịch,Khách sạn",Nhân Viên Reservation,Hà Nội,5,15,5-15
Công ty TNHH Thương mại K&K Việt Nam,1 năm,"Marketing,PR,QC","Marketing (Nữ, Mức Lương Thoả Thuận)",Hà Nội,0,0,0
CÔNG TY TNHH THƯƠNG MẠI KATA VIỆT NAM,0,,Nhân Viên Phụ Kho,Hà Nội,7,11,7-11
Công ty TNHH thương mại Kata Việt Nam,1 năm,"Bán lẻ,Dịch vụ đời sống",Nhân Viên Sales B2C/Chăm Sóc Khách Hàng - Lương Cứng Từ 8-10 Triệu/Tháng - Tại Thanh Xuân - Hà Nội,Hà Nội,10,30,10-30
Công ty TNHH thương mại Kata Việt Nam,1 năm,"Chăm sóc khách hàng,Vận hành",Nhân Viên Sales B2C/Chăm Sóc Khách Hàng - Lương Cứng Từ 8-10 Triệu/Tháng - Tại Thanh Xuân - Hà Nội,Hà Nội,10,30,10-30
Công ty TNHH Thương mại Khải Linh - Hà Nội,2 năm,"Giáo dục,Đào tạo","Chuyên Viên Kinh Doanh - Trung Tâm Hội Hoạ [Hoàng Mai - Hà Nội] - Thu Nhập Upto 20Tr+++, Tối Thiểu 2...",Hà Nội,8,20,8-20
Công ty TNHH Thương mại Khải Linh - Hà Nội,2 năm,"Kinh doanh,Bán hàng","Chuyên Viên Kinh Doanh - Trung Tâm Hội Hoạ [Hoàng Mai - Hà Nội] - Thu Nhập Upto 20Tr+++, Tối Thiểu 2...",Hà Nội,8,20,8-20
CÔNG TY TNHH THƯƠNG MẠI MỚI XFX,0-1 năm,"Bán lẻ,Dịch vụ đời sống",Nhân Viên Quay Dựng Video/ Video Editor - Thu Nhập Từ 8 Đến 20 Triệu + Hoa Hồng (Bình Dương),Bình Dương,8,20,8-20
CÔNG TY TNHH THƯƠNG MẠI MỚI XFX,0-1 năm,"Marketing,PR,QC",Nhân Viên Quay Dựng Video/ Video Editor - Thu Nhập Từ 8 Đến 20 Triệu + Hoa Hồng (Bình Dương),Bình Dương,8,20,8-20
CÔNG TY TNHH THƯƠNG MẠI Ô TÔ HOÀNG LONG,3 năm,"Kế toán,Kiểm toán,Thuế",Kế Toán Tổng Hợp - Quận 12 (Thu Nhập 10 - 15 Triệu),Hồ Chí Minh,10,15,10-15
CÔNG TY TNHH THƯƠNG MẠI S HOME VIỆT NAM,0,"BĐS,Xây dựng",Nhân Viên Kinh Doanh - Khu Vực HÀ NỘI ( Lương Cứng 7tr1)- Không Yêu Cầu Kinh Nghiệm,Hà Nội,10,25,10-25
CÔNG TY TNHH THƯƠNG MẠI SẢN XUẤT ENIC,3 năm,"Điện,Điện tử viễn thông",Kỹ Sư Điện Tử Tại Hồ Chí Minh,Hồ Chí Minh,15,20,15-20
CÔNG TY TNHH THƯƠNG MẠI SẢN XUẤT VÀ XUẤT NHẬP KHẨU CHICA PLUS,1 năm,"Chăm sóc khách hàng,Vận hành","Nhân Viên Vận Hành Sàn Thương Mại Điện Tử (Lương Cứng 8 - 15 Triệu, Thu Nhập 20 - 30 Triệu/Tháng)",Hà Nội,8,30,8-30
CÔNG TY TNHH THƯƠNG MẠI SẢN XUẤT VÀ XUẤT NHẬP KHẨU CHICA PLUS,1 năm,"Kế toán,Kiểm toán,Thuế",Nhân Viên Kế Toán Kho Ngành Hàng Mẹ Và Bé,Hà Nội,8,9,8-9
CÔNG TY TNHH THƯƠNG MẠI SMARTCOM,0-1 năm,"Chăm sóc khách hàng,Vận hành","Nhân Viên Vận Hành Sàn TMĐT Shopee, Tiktok - Thu Nhập Đến 20 Triệu",Hà Nội,10,25,10-25
CÔNG TY TNHH THƯƠNG MẠI TỔNG HỢP VÀ DU LỊCH AMEGA,1 năm,"Du lịch,Khách sạn",Điều Hành Tour Tiếng Anh-Nga,"Đà Nẵng, Khánh Hoà",8,12,8-12
CÔNG TY TNHH THƯƠNG MẠI VÀ CÔNG NGHỆ MINH DŨNG,1 năm,"Kinh doanh,Bán hàng",Thực Tập Sinh Marketing (Nhận Việc Ngay - Thu Nhập Từ 4 Triệu),Hà Nội,15,20,15-20
Công Ty TNHH Thương Mại Và Đầu Tư SRT Miền Trung,0,"BĐS,Xây dựng","Nhân Viên Kinh Doanh/ Tư Vấn/ Sales Bất Động Sản (Lương Cứng 9tr+ Hoa Hồng, Hỗ Trợ Khách Marketing)...",Hồ Chí Minh,9,50,9-50
CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH THUẬT ANVINA,1 năm,Biên phiên dịch,Quản Lý Dự Án - Lĩnh Vực Biên Phiên Dịch,Hà Nội,0,0,0
CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ APL GROUP,2 năm,"BĐS,Xây dựng",Chuyên Viên Kỹ Thuật Điện,"Hồ Chí Minh, Đồng Nai",20,30,20-30
CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ APL GROUP,2 năm,"Điện,Điện tử viễn thông",Chuyên Viên Kỹ Thuật Điện,"Hồ Chí Minh, Đồng Nai",20,30,20-30
CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ CỬU LONG MEKO,0-1 năm,"Điện,Điện tử viễn thông",Bảo Hành Kỹ Thuật (Phụ Kiện Điện Thoại Máy Tính),Hồ Chí Minh,0,0,0
CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ DU LỊCH PHONG MINH,0-1 năm,"Bán lẻ,Dịch vụ đời sống","Chuyên Viên Kinh Doanh Máy Tăm Nước Nha Khoa (Lương Cứng Lên Đến 10 Triệu, Thu Nhập Từ 10 - 60 Triệu...",Hà Nội,10,60,10-60
CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ EHOLIDAY,1 năm,"Du lịch,Khách sạn",Nhân Viên Kinh Doanh/ Sale/CSKH Du Lịch - Thu Nhập 10-20 Triệu - Hà Nội,Hà Nội,10,20,10-20
CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ HOA THIÊN LÝ,0,,Nhân Viên Vận Hành Kho - Chỉ Tuyển Nam,Hà Nội,0,0,0
CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ IN ẤN 4K,1 năm,"Bán lẻ,Dịch vụ đời sống",Tư Vấn Bán Hàng,Hà Nội,10,25,10-25
CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ IN ẤN 4K,1 năm,"Kinh doanh,Bán hàng","Nhân Viên Kinh Doanh/ Tư Vấn/ Sales Bất Động Sản (Lương Cứng 8.5tr+ Hoa Hồng, Hỗ Trợ Khách Marketing...",Hà Nội,10,25,10-25
CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ IN ẤN 4K,1 năm,"Kinh doanh,Bán hàng",Tư Vấn Bán Hàng,Hà Nội,10,25,10-25
CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ KÍNH MẮT YOUR EYES,1 năm,"Marketing,PR,QC","Videographer/Editor Tại Đà Nẵng, Đi Làm Ngay",Đà Nẵng,10,0,10
CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ KÍNH MẮT YOUR EYES,2 năm,"Kế toán,Kiểm toán,Thuế","Kế Toán Tổng Hợp Lương Từ 10 - 15 Triệu/Tháng Tại Đà Nẵng, Đi Làm Ngay",Đà Nẵng,10,15,10-15
Công Ty TNHH Thương Mại Và Dịch Vụ NINA,0,"Bán lẻ,Dịch vụ đời sống",Nhân Viên Tư Vấn Thiết Kế Website (Thu Nhập Hấp Dẫn Đến 32 Triệu),Hồ Chí Minh,10,32,10-32
Công Ty TNHH Thương Mại Và Dịch Vụ NINA,0,Công nghệ thông tin,Nhân Viên Tư Vấn Thiết Kế Website (Thu Nhập Hấp Dẫn Đến 32 Triệu),Hồ Chí Minh,10,32,10-32
CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ NINA,0,"Bán lẻ,Dịch vụ đời sống",Thực Tập Sinh Ngành Công Nghệ Thông Tin - Quận 12 - Thu Nhập Từ 4 Triệu,Hồ Chí Minh,4,0,4
CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ NINA,0,Công nghệ thông tin,Chuyên Viên Tư Vấn Công Nghệ Phần Mềm (Không Yêu Cầu Kinh Nghiệm - Thu Nhập Lên Đến 35 Triệu),Hồ Chí Minh,10,35,10-35
CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ NINA,0,Công nghệ thông tin,Thực Tập Sinh Công Nghệ Thông Tin,Hồ Chí Minh,4,10,4-10
CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ NINA,0,Công nghệ thông tin,Thực Tập Sinh Marketing (Nhận Việc Ngay - Thu Nhập Từ 4 Triệu),Hồ Chí Minh,4,0,4
CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ NINA,0,Công nghệ thông tin,Thực Tập Sinh Ngành Công Nghệ Thông Tin - Quận 12 - Thu Nhập Từ 4 Triệu,Hồ Chí Minh,4,0,4
CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ NINA,0,"Kinh doanh,Bán hàng",Nhân Viên Kinh Doanh Ô Tô/ Sale/ Tư Vấn Bán Hàng - Không Yêu Cầu Kinh Nghiệm - Thu Nhập Trung Bình 2...,Hồ Chí Minh,4,0,4
CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ NINA,0,"Kinh doanh,Bán hàng","Nhân Viên Tư Vấn Triển Khai Phần Mềm Kế Toán (TN 7,5-15 Triệu)",Hồ Chí Minh,4,0,4
CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ THIẾT BỊ ĐIỆN HÀNG HẢI VIỄN DƯƠNG,2 năm,"Điện,Điện tử viễn thông",Kỹ Sư Thiết Kế Tủ Điện (Lương Từ 15 - 25 Triệu) Tại Hải Phòng,Hải Phòng,15,25,15-25
Công ty TNHH Thương mại và Dịch vụ TSG,1 năm,Công nghệ thông tin,Trưởng Nhóm Tư Vấn Triển Khai Giải Pháp CNTT - Thu Nhập 35 - 40 Triệu,Hà Nội,35,40,35-40
Công ty TNHH Thương mại và Dịch vụ TSG,1 năm,"Kinh doanh,Bán hàng",Trưởng Nhóm Tư Vấn Triển Khai Giải Pháp CNTT - Thu Nhập 35 - 40 Triệu,Hà Nội,35,40,35-40
CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ UNI VIỆT NAM,0-1 năm,"Bán lẻ,Dịch vụ đời sống","Nhân Viên Kinh Doanh (Sales, Tư Vấn ) Tại Hà Nội, Thu Nhập Từ 12 - 20 Triệu/Tháng",Hà Nội,12,20,12-20
CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ XUẤT NHẬP KHẨU HOÀNG KHANG,3 năm,"Kế toán,Kiểm toán,Thuế",Kế Toán Tổng Hợp Ngành Logistics,Hà Nội,12,15,12-15
CÔNG TY TNHH THƯƠNG MẠI VÀ DU LỊCH ANH TÙNG,0-1 năm,"Du lịch,Khách sạn",Nhân Viên Sale & Marketing,Hà Nội,0,0,0
CÔNG TY TNHH THƯƠNG MẠI VÀ DU LỊCH GOASIADAYTRIP QUỐC TẾ,0,"Du lịch,Khách sạn","Nhân Viên Kinh Doanh/ Sale Tour (Tiếng Anh) - Không Y/C Kinh Nghiệm, Cam Kết Thu Nhập 15 - 30 Triệu",Hà Nội,20,30,20-30
CÔNG TY TNHH THƯƠNG MẠI VÀ GIÁO DỤC TMT,1 năm,"Giáo dục,Đào tạo",Giáo Viên Tiếng Trung Làm Tại Nguyễn Tuân Hà Nội/ Giảng Viên Giáo Dục Đào Tạo/ Phụ Trách Lớp Học,Hà Nội,11,13,11-13
CÔNG TY TNHH THƯƠNG MẠI VÀ HỢP TÁC QUỐC TẾ HOÀNG GIA,1 năm,"Marketing,PR,QC",Nhân Viên Digital Marketing - Ngành Hàng Bán Lẻ Đồ Thể Thao - Từ 1 Năm Kinh Nghiệm - Thu Nhập Từ 15...,Hà Nội,15,25,15-25
CÔNG TY TNHH THƯƠNG MẠI VÀ NỘI THẤT TRỌNG PHÚ,2 năm,"Kế toán,Kiểm toán,Thuế",Kế Toán Thuế (Thu Nhập 9 - 12 Triệu) Tại Hải Phòng,Hải Phòng,9,12,9-12
Công ty TNHH Thương mại và sản xuất Hàng Hóa Mê Kông,1 năm,,Nhân Viên Kho - Tally,Đồng Nai,8,9,8-9
Công ty TNHH Thương mại và sản xuất Hàng Hóa Mê Kông,1 năm,"Điện,Điện tử viễn thông",Nhân Viên Bảo Trì Kỹ Thuật Hạ Tầng,Đồng Nai,8,10,8-10
Công ty TNHH Thương mại và sản xuất Hàng Hóa Mê Kông,2 năm,,Nhân Viên Chứng Từ Kho,Đồng Nai,8,10,8-10
Công ty TNHH Thương mại và sản xuất Hàng Hóa Mê Kông,2 năm,,Thủ Kho,Đồng Nai,10,12,10-12
CÔNG TY TNHH THƯƠNG MẠI VÀ TƯ VẤN JOY VIỆT NAM,1 năm,"Giáo dục,Đào tạo",Giáo Viên Tiếng Anh Fulltime - Thu Nhập Up To 13M+++_ Đi Làm Ngay Tại Hàm Nghi- HN ( Thời Gian Làm V...,Hà Nội,10,13,10-13
CÔNG TY TNHH THƯƠNG MẠI VÀ VẬN TẢI QUỐC TẾ ALI VIỆT NAM,3 năm,,Chuyên Viên Khai Báo Hải Quan,Hà Nội,9,14,9-14
CÔNG TY TNHH THƯƠNG MẠI VÀ XNK MINH VY,0-1 năm,"Bán lẻ,Dịch vụ đời sống",Nhân Viên Sale Online/Tư Vấn Chốt Đơn (Thu Nhập Từ 15 - 20Tr/Tháng) Tại Quận 12 Hồ Chí Minh,Hồ Chí Minh,15,20,15-20
CÔNG TY TNHH THƯƠNG MẠI VÀNG BẠC ĐÁ QUÝ NGỌC LAN,0-1 năm,"Bán lẻ,Dịch vụ đời sống","Nhân Viên Bán Hàng Trang Sức [Cầu Giấy - Hà Nội] - Thu Nhập Cạnh Tranh, Nhiều Đãi Ngộ Hấp Dẫn",Hà Nội,0,0,0
CÔNG TY TNHH THƯƠNG MẠI VÀNG BẠC ĐÁ QUÝ NGỌC LAN,0-1 năm,"Kinh doanh,Bán hàng","Nhân Viên Kinh Doanh/ Sales - Quận 2, HCM - 1-2 Năm Kinh Nghiệm - Thu Nhập 8-13 Triệu/Tháng",Hà Nội,0,0,0
CÔNG TY TNHH THƯƠNG MẠI VIỆT KIM (SG),0,Biên phiên dịch,Biên Dịch/ Phiên Dịch Viên Tiếng Trung,Hồ Chí Minh,12,18,12-18
CÔNG TY TNHH THƯƠNG MẠI VIỆT KIM (SG),0-1 năm,,Quản Lý Kho,Long An,10,15,10-15
Công ty TNHH Thương Mại Xuất Nhập Khẩu Nội Thất Ô tô Quang Minh,2 năm,"Marketing,PR,QC",Trưởng Phòng Truyền Thông Media Thu Nhập Up To 25tr Tại Long Biên,Hà Nội,17,25,17-25
CÔNG TY TNHH THƯƠNG MẠI-DỊCH VỤ LONG HƯNG PHÁT,1 năm,,Nhân Viên Chứng Từ Xuất Nhập Khẩu,Hồ Chí Minh,8,9,8-9
CÔNG TY TNHH TIẾP VẬN DỊCH VỤ HÀNG HÓA ĐẶC BIỆT,3 năm,,Kế Toán Trưởng,Hà Nội,25,32,25-32
CÔNG TY TNHH TIẾP VẬN NHÂN HƯNG,2 năm,,Nhân Viên Chứng Từ Xuất Nhập Khẩu - Tuyển Nữ - Yêu Cầu Từ 2 Năm Kinh Nghiệm - Hồ Chính Minh,Hồ Chí Minh,0,0,0
CÔNG TY TNHH TÍN NGHĨA,0-1 năm,,Nhân Viên Giám Sát Vận Tải,Đà Nẵng,8,9,8-9
Công ty TNHH Tinh Hoa Ẩm Thực,2 năm,"Du lịch,Khách sạn","Trưởng Ca Nhà Hàng/ Giám Sát Nhà Hàng ( Thu Nhập 9,5 - 11 Triệu + Thưởng) Tại Hà Nội",Hà Nội,9.5,11,9.5-11
CÔNG TY TNHH TM & DP HÙNG LỢI,1 năm,"Marketing,PR,QC",Nhân Viên Digital Marketing - Thu Nhập Upto 15 Triệu + Thưởng KPI - Làm Việc Tại Hồ Chí Minh,Hồ Chí Minh,12,15,12-15
CÔNG TY TNHH TM & DP HÙNG LỢI,1 năm,"Marketing,PR,QC","Trình Dược Viên - Kênh Phòng Khám, SPA - Khu Vực TP.HCM (Nhãn Hàng TEENILICOUS)",Hồ Chí Minh,12,50,12-50
CÔNG TY TNHH TM & DP HÙNG LỢI,2 năm,"Kế toán,Kiểm toán,Thuế",Nhân Viên Kế Toán (Mạnh Thuế - Từ 2 Năm Kinh Nghiệm) - Đi Làm Ngay,Hồ Chí Minh,12,16,12-16
Công ty TNHH TM DV Ánh Dương Sao,3 năm,,Trưởng Nhóm Chứng Từ Xuất Khẩu,Hồ Chí Minh,0,0,0
CÔNG TY TNHH TM DV DU LỊCH LONG PHÁT,4 năm,"Chăm sóc khách hàng,Vận hành",Nhân Viên Chăm Sóc Khách Hàng Tại Hồ Chí Minh (Biết Tiếng Hoa) Lương 15tr - 20tr,Hồ Chí Minh,15,20,15-20
CÔNG TY TNHH TM DV KẾT GIAO PHÁT TRIỂN QUỐC TẾ ( IDECO),5+ năm,"Kế toán,Kiểm toán,Thuế",Kế Toán Tổng Hợp (Kiếm Phó Bộ Phận Kế Toán),Hồ Chí Minh,14,18,14-18
Công ty TNHH TM&ĐT LA.MA.SON,2 năm,Luật,Nhân Viên Pháp Chế,Hà Nội,12,15,12-15
CÔNG TY TNHH TM&XD HOÀNG KHẢI,2 năm,Luật,Chuyên Viên Pháp Chế,Thanh Hoá,10,15,10-15
CÔNG TY TNHH TMDV ADFLY VIỆT NAM,0-1 năm,"Bán lẻ,Dịch vụ đời sống","Nhân Viên Kinh Doanh / Sale Mảng Game (Ca Chiều 13h45 - 23h, Từ Thứ 2 - Thứ 6) - Thu Nhập Từ 14 - 17...",Hồ Chí Minh,14,17,14-17
CÔNG TY TNHH TMDV ADFLY VIỆT NAM,0-1 năm,Biên phiên dịch,Nhân Viên Chăm Sóc Khách Hàng Tiếng Nga (Ca Chiều),Hồ Chí Minh,15,26,15-26
CÔNG TY TNHH TMDV ADFLY VIỆT NAM,0-1 năm,"Chăm sóc khách hàng,Vận hành",Chuyên Viên Tiếng Trung (Mảng Mobile App),Hồ Chí Minh,10,15,10-15
CÔNG TY TNHH TMDV ADFLY VIỆT NAM,0-1 năm,"Marketing,PR,QC","Nhân Viên Kinh Doanh / Sale Mảng Game (Ca Chiều 13h45 - 23h, Từ Thứ 2 - Thứ 6) - Thu Nhập Từ 14 - 17...",Hồ Chí Minh,14,17,14-17
Công ty TNHH TMDV Tổng Hợp Nhật Quỳnh,2 năm,"Bán lẻ,Dịch vụ đời sống",Quản Lý Cửa Hàng / Cửa Hàng Trưởng Siêu Thị Vĩnh Phúc,Vĩnh Phúc,10,15,10-15
Công ty TNHH TMDV Tổng Hợp Nhật Quỳnh,2 năm,"Kinh doanh,Bán hàng",Quản Lý Cửa Hàng / Cửa Hàng Trưởng Siêu Thị Vĩnh Phúc,Vĩnh Phúc,10,15,10-15
CÔNG TY TNHH TNT METAGARMENT,0,"Marketing,PR,QC",Nhân Viên Marketing,Hà Nội,10,40,10-40
CÔNG TY TNHH TOÀN CẦU APAL,1 năm,,Nhân Viên Kinh Doanh CPN Quốc Tế- Sale Logistics,Hà Nội,10,50,10-50
Công ty TNHH Toho Precision Việt Nam,1 năm,"Điện,Điện tử viễn thông",Nhân Viên Kỹ Thuật Bảo Trì,Bắc Ninh,8,12,8-12
CÔNG TY TNHH TOM MEDIA,0,"Marketing,PR,QC",Quản Trị Kênh Youtube - Thu Nhập Cao - Tại Hà Nội - Ưu Tiên Đã Có Kinh Nghiệm Quản Trị Kênh Youtube...,Hà Nội,0,0,0
CÔNG TY TNHH TÔN THÉP KOKORO,0-1 năm,"Kinh doanh,Bán hàng",Chuyên Viên Tư Vấn Bảo Hiểm - Kênh Hợp Tác Ngân Hàng MSB Tại Hà Nội - Hồ Chí Minh - Đà Nẵng - An Gia...,Hồ Chí Minh,0,0,0
CÔNG TY TNHH TÔN THÉP KOKORO,0-1 năm,"Kinh doanh,Bán hàng",Nhân Viên Kinh Doanh/ Sales/ Phát Triển Thị Trường - Lương Thưởng Hấp Dẫn - Tại Quận 12 - Hồ Chí Min...,Hồ Chí Minh,0,0,0
Công ty TNHH Tổng công ty Công nghệ & Giải pháp CMC,2 năm,Công nghệ thông tin,IT Support/IT Helpdesk,Hồ Chí Minh,0,0,0
CÔNG TY TNHH TOURPIK VINA,1 năm,"Kế toán,Kiểm toán,Thuế",Kế Toán Tổng Hợp (Thu Nhập 12 - 16 Triệu),Hồ Chí Minh,12,16,12-16
CÔNG TY TNHH TOURPIK VINA,2 năm,Biên phiên dịch,Thông Dịch Viên (Thu Nhập 15 - 20 Triệu) Tại Nha Trang),Khánh Hoà,15,20,15-20
CÔNG TY TNHH TRANG TRÍ KIẾN TRÚC GUODIAN VIỆT NAM,0,Biên phiên dịch,Nhân Viên Phiên Dịch,Hồ Chí Minh,8,16,8-16
CÔNG TY TNHH TRANSCOSMOS VIỆT NAM,0,"Chăm sóc khách hàng,Vận hành",Nhân Viên Kinh Doanh / Tư Vấn Bán Hàng/ Telesales/ CSKH Theo Data Tiềm Năng Có Sẵn (Thu Nhập Lên Tới...,Hà Nội,8,15,8-15
CÔNG TY TNHH TRANSCOSMOS VIỆT NAM,0,"Chăm sóc khách hàng,Vận hành","Nhân Viên Kinh Doanh/ Tư Vấn (Không Yêu Cầu Kinh Nghiệm, Làm Giờ Hành Chính, LCB Từ 7 Triệu + Hoa Hồ...",Hồ Chí Minh,7,12,7-12
CÔNG TY TNHH TRANSCOSMOS VIỆT NAM,0,"Kinh doanh,Bán hàng",Nhân Viên Kinh Doanh / Tư Vấn Bán Hàng/ Telesales/ CSKH Theo Data Tiềm Năng Có Sẵn (Thu Nhập Lên Tới...,Hà Nội,8,15,8-15
CÔNG TY TNHH TRANSCOSMOS VIỆT NAM,0-1 năm,"Chăm sóc khách hàng,Vận hành","Nhân Viên Khảo Sát & Xác Thực Dữ Liệu, Làm Việc Giờ Hành Chính Tại Tân Phú",Hồ Chí Minh,6,6.7,6-6.7
CÔNG TY TNHH TRANSCOSMOS VIỆT NAM,0-1 năm,"Chăm sóc khách hàng,Vận hành",Nhân Viên Tư Vấn Và Chăm Sóc Khách Hàng - Giờ Hành Chính - Tân Bình,Hồ Chí Minh,7.1,11.6,7.1-11.6
CÔNG TY TNHH TRƯỜNG QUỐC TẾ PALFISH SINGAPORE - VIETNAM,0-1 năm,"Giáo dục,Đào tạo","Nhân Viên Tư Vấn Khóa Học Tiếng Anh - Data Có Sẵn, Lương 20 - 40 Triệu/ Tháng + Thưởng (Chỉ Tuyển Nữ...",Hà Nội,20,40,20-40
CÔNG TY TNHH TRUYỀN THÔNG GQ,0,"Bán lẻ,Dịch vụ đời sống",Livestream Bán Hàng Bằng Tiếng Anh (Lương Cứng 10 - 30 Triệu/Tháng + Thưởng + Phụ Cấp + Hoa Hồng),Hà Nội,0,0,0
CÔNG TY TNHH TRUYỀN THÔNG GQ,0,"Kinh doanh,Bán hàng",Kỹ Sư Cơ Điện,Hà Nội,0,0,0
CÔNG TY TNHH TRUYỀN THÔNG HANA LEE,0,"Chăm sóc khách hàng,Vận hành",Nhân Viên Livestream - Làm Việc Ở Campuchia,Nước Ngoài,62500000,0,62500000
CÔNG TY TNHH TRUYỀN THÔNG MEDIA POWER,0-1 năm,Biên phiên dịch,Phiên Dịch Viên Tiếng Trung,Hà Nội,8,15,8-15
CÔNG TY TNHH TRUYỀN THÔNG QUẢNG CÁO Ô TÔ VIỆT NAM,0-1 năm,"Chăm sóc khách hàng,Vận hành",Chăm Sóc Khách Hàng,Hà Nội,6,10,6-10
CÔNG TY TNHH TRUYỀN THÔNG QUẢNG CÁO Ô TÔ VIỆT NAM,1 năm,"Chăm sóc khách hàng,Vận hành",Chăm Sóc Khách Hàng,Hà Nội,8,10,8-10
CÔNG TY TNHH TRUYỀN THÔNG VÀ GIẢI TRÍ FUJI,0-1 năm,"Marketing,PR,QC","Video Editor / Biên Tập Video (Lương 8-30tr) – Làm Việc Full-Time Tại Tân Phú, TP.HCM",Hồ Chí Minh,8,30,8-30
CÔNG TY TNHH TRUYỀN THÔNG VÀ GIẢI TRÍ HOLI MEDIA,1 năm,"Marketing,PR,QC","Leader/ Trưởng Nhóm Quản Trị Kênh Youtube Mảng Âm Nhạc Thư Giãn (PIANO, JAZZ, MEDITATION) (1 Năm Kin...",Hà Nội,0,0,0
CÔNG TY TNHH TRUYỀN THÔNG VÀ QUẢNG CÁO H2T,0-1 năm,"Marketing,PR,QC",Seo Content Writer Tại Bình Dương/ Thu Nhập Từ 10Tr,Bình Dương,10,0,10
CÔNG TY TNHH TRUYỀN THÔNG VÀ QUẢNG CÁO H2T,2 năm,"Marketing,PR,QC",Senior SEO Tại Bình Dương/Thu Nhập Từ 20Tr,"Bình Dương, Hồ Chí Minh",20,0,20
Công ty TNHH Truyền Thông và Quảng Cáo Siêu Kinh Doanh,0,"Marketing,PR,QC",Nhân Viên Tư Vấn Dịch Vụ Website / Marketing Không Yêu Cầu Kinh Nghiệm Bình Thạnh,Hồ Chí Minh,0,0,0
CÔNG TY TNHH TRUYỀN THÔNG VÀ SÁNG TẠO AT,0-1 năm,"Kinh doanh,Bán hàng",Nhân Viên Sale Online - Trực Page - Sale Mess (Thu Nhập 10 - 15 Triệu),Hà Nội,10,15,10-15
CÔNG TY TNHH TRUYỀN THÔNG VÀ THƯƠNG HIỆU SEN VIỆT,1 năm,"Marketing,PR,QC",Video Editor Youtube-Thu Nhập Upto 25M- Kinh Nghiệm Từ 1 Năm,Hà Nội,15,20,15-20
CÔNG TY TNHH TRUYỀN THÔNG VĂN HÓA VUE CINEMA INT'L,0,"Bán lẻ,Dịch vụ đời sống",Nhân Viên Phát Triển Thị Trường Full/Part-Time,Hà Nội,0,0,0
CÔNG TY TNHH TƯ VẤN ĐẦU TƯ ĐÔNG SÀI GÒN,2 năm,"Chăm sóc khách hàng,Vận hành",Nhân Viên Chăm Sóc Khách Hàng,Hồ Chí Minh,0,0,0
